age,gender,degree_level,field_of_study,gpa,years_experience,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,recommended_job_1,recommended_job_2,recommended_job_3
33,Male,Bachelor,Software Engineering,2.84,1,1,0,0,0,1,1,0,0,1,0,0,1,1,5,1,1,Machine Learning Engineer,Data Scientist,AI Researcher
32,Female,Master,Computer Science,3.3,1,1,0,1,0,1,1,0,1,0,0,0,2,4,4,1,4,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
28,Male,PhD,Data Science,3.49,4,1,0,0,1,1,1,1,0,0,1,1,4,3,5,2,4,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
23,Male,Master,AI,2.58,0,1,0,1,1,1,0,1,1,0,1,0,3,2,1,3,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
28,Male,Master,Data Science,2.69,4,1,1,1,1,0,0,1,1,1,0,1,5,3,3,3,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
31,Male,Bachelor,Cybersecurity,2.77,0,0,1,0,0,1,1,0,0,1,0,0,3,4,3,3,1,Software Engineer,Backend Developer,Frontend Developer
24,Male,Master,Software Engineering,3.09,8,0,0,0,0,0,0,0,0,1,0,1,3,1,1,2,3,Frontend Developer,Security Engineer,Full Stack Developer
28,Male,Bachelor,Computer Science,2.9,6,0,1,1,0,1,0,1,1,0,1,0,1,4,1,5,1,Software Engineer,Cloud Engineer,DevOps Engineer
21,Female,Bachelor,Data Science,2.52,0,0,0,1,1,0,1,1,1,0,0,0,1,4,1,3,3,Business Intelligence Analyst,Software Engineer,Cloud Engineer
27,Female,Bachelor,Cybersecurity,3.34,6,0,1,1,0,1,1,1,0,1,1,0,2,2,1,2,3,Software Engineer,Cloud Engineer,DevOps Engineer
28,Male,Master,Data Science,3.9,6,0,1,1,0,1,0,1,1,1,1,0,3,4,3,4,1,Software Engineer,Cloud Engineer,DevOps Engineer
29,Female,Bachelor,AI,3.4,7,1,1,0,0,0,1,1,0,0,0,1,4,2,2,3,1,Software Engineer,Cloud Engineer,Backend Developer
26,Female,Master,Cybersecurity,3.83,4,1,0,0,0,0,0,1,1,1,0,1,2,1,4,1,3,Cloud Engineer,Cybersecurity Analyst,AI Researcher
31,Female,Master,Software Engineering,3.52,7,0,1,0,0,1,1,0,1,0,1,1,2,2,4,4,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Male,Bachelor,Software Engineering,3.8,2,0,1,0,0,1,0,1,0,0,0,0,1,2,5,4,4,Software Engineer,Cloud Engineer,AI Researcher
33,Female,Bachelor,Software Engineering,2.82,0,1,1,0,1,1,0,0,0,1,0,1,1,4,2,2,5,Machine Learning Engineer,Software Engineer,Data Scientist
34,Female,PhD,Data Science,2.91,5,1,1,0,0,1,1,0,1,1,0,0,1,4,3,4,2,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
32,Male,Master,Computer Science,2.75,3,1,1,0,0,0,0,1,1,0,1,0,1,2,3,4,3,Software Engineer,Cloud Engineer,DevOps Engineer
30,Female,PhD,Software Engineering,2.94,2,0,0,1,1,1,1,0,0,1,1,1,4,2,4,4,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
32,Male,Master,AI,2.65,6,1,0,1,1,0,1,0,1,1,1,1,4,5,3,1,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
25,Female,PhD,Cybersecurity,3.98,8,1,0,1,1,0,0,0,0,1,1,1,3,3,3,2,1,Software Engineer,DevOps Engineer,AI Researcher
25,Female,Master,Cybersecurity,2.6,5,0,1,1,0,0,1,1,1,1,0,1,2,5,4,3,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
24,Female,Master,AI,2.72,7,1,1,1,0,0,1,1,0,0,0,1,3,4,2,2,3,Software Engineer,Cloud Engineer,Backend Developer
31,Male,PhD,Computer Science,3.22,6,0,1,1,1,0,0,0,1,0,1,0,1,5,3,5,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
35,Male,PhD,AI,3.68,2,1,1,0,0,0,0,1,1,0,1,0,3,5,3,2,4,Software Engineer,Cloud Engineer,DevOps Engineer
24,Male,Master,Cybersecurity,3.15,7,1,0,0,0,1,1,0,1,0,1,0,4,1,3,3,2,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
27,Female,PhD,Computer Science,3.43,6,1,0,1,1,1,1,0,0,1,1,0,3,4,4,1,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
27,Female,Master,Computer Science,2.52,4,1,0,0,0,0,0,0,1,1,0,1,1,5,1,1,2,Cybersecurity Analyst,Frontend Developer,Security Engineer
25,Male,Master,Software Engineering,3.09,7,1,1,1,1,1,1,0,1,1,0,1,5,2,4,2,2,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
30,Female,Bachelor,Data Science,2.52,5,1,1,0,0,1,1,0,0,1,0,1,2,1,1,2,3,Machine Learning Engineer,Software Engineer,Data Scientist
21,Male,Bachelor,Cybersecurity,2.59,1,1,0,0,1,0,1,0,0,1,1,1,2,3,1,4,3,Business Intelligence Analyst,DevOps Engineer,Data Analyst
30,Female,Master,Cybersecurity,3.64,2,1,1,0,1,1,0,0,0,1,1,0,3,3,3,4,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
24,Male,Bachelor,Computer Science,2.99,5,0,0,1,0,0,0,1,0,1,1,0,2,5,3,4,4,Software Engineer,Cloud Engineer,DevOps Engineer
35,Male,PhD,Data Science,3.33,7,0,1,1,1,0,1,1,0,1,0,0,3,1,5,5,5,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Master,Software Engineering,3.58,5,1,1,0,1,0,0,0,1,0,1,0,3,2,5,5,2,Software Engineer,DevOps Engineer,Cybersecurity Analyst
21,Female,Master,Cybersecurity,2.77,2,1,0,1,0,0,1,0,0,0,0,1,1,1,5,2,5,Software Engineer,Backend Developer,Security Engineer
35,Female,Bachelor,Data Science,3.12,5,0,0,1,1,0,0,1,0,1,1,1,2,3,4,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Data Science,2.69,6,0,1,1,0,0,0,1,0,1,1,1,3,3,4,3,2,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,Master,AI,3.41,3,0,1,0,1,0,1,0,1,1,1,0,2,3,4,5,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
31,Male,Bachelor,Software Engineering,2.66,1,0,1,1,1,1,0,1,0,1,0,0,5,5,3,3,1,Software Engineer,Cloud Engineer,Backend Developer
30,Male,PhD,AI,2.59,8,1,1,1,1,1,0,1,1,0,0,0,3,2,1,1,4,Machine Learning Engineer,Software Engineer,Cloud Engineer
23,Female,Bachelor,Cybersecurity,2.95,5,0,1,0,1,1,0,1,1,1,0,0,2,5,1,1,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
33,Male,Master,Cybersecurity,2.53,6,1,1,1,0,0,0,1,0,0,1,1,5,3,5,3,5,Software Engineer,Cloud Engineer,DevOps Engineer
27,Male,PhD,Software Engineering,2.64,0,1,0,1,1,0,1,0,1,1,0,0,1,3,1,5,1,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
35,Female,Master,Cybersecurity,2.62,8,1,1,1,0,1,0,1,0,0,0,0,2,2,5,1,4,Machine Learning Engineer,Software Engineer,Cloud Engineer
34,Male,Bachelor,Data Science,3.45,7,1,1,1,1,0,0,1,0,0,1,1,5,4,5,5,4,Software Engineer,Cloud Engineer,DevOps Engineer
29,Male,Master,Data Science,2.79,7,1,0,0,0,0,0,1,0,0,1,1,1,3,4,4,4,Cloud Engineer,DevOps Engineer,Security Engineer
29,Female,Bachelor,Computer Science,3.74,2,1,1,0,1,0,0,1,0,1,0,1,3,3,5,1,3,Software Engineer,Cloud Engineer,AI Researcher
21,Female,Master,Computer Science,3.52,8,1,0,1,0,0,1,0,1,0,0,1,3,1,2,1,2,Software Engineer,Cybersecurity Analyst,Backend Developer
34,Female,Bachelor,Software Engineering,3.85,1,1,1,1,1,1,0,1,0,1,1,1,3,3,1,3,4,AI Researcher,Machine Learning Engineer,Software Engineer
34,Female,Bachelor,Data Science,3.57,2,1,0,0,1,0,0,0,0,1,1,0,4,4,2,2,1,DevOps Engineer,Frontend Developer,Full Stack Developer
22,Male,Master,Software Engineering,3.59,8,1,1,0,0,1,1,1,1,0,0,1,4,1,5,5,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
23,Male,PhD,AI,2.82,7,1,0,0,1,1,1,1,0,0,1,1,1,3,1,5,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
22,Female,PhD,AI,3.57,2,1,0,0,1,0,1,0,1,1,1,1,1,4,2,1,3,DevOps Engineer,Business Intelligence Analyst,Cybersecurity Analyst
32,Male,Master,Computer Science,2.87,2,0,0,0,1,0,1,1,1,0,0,0,1,2,4,5,3,Business Intelligence Analyst,Cloud Engineer,Cybersecurity Analyst
33,Female,Master,Computer Science,2.91,2,1,0,0,0,1,1,1,1,1,0,0,2,3,4,2,1,Machine Learning Engineer,Cloud Engineer,Cybersecurity Analyst
23,Male,Bachelor,AI,2.86,6,0,0,1,1,0,1,0,0,0,1,0,1,5,3,4,3,Business Intelligence Analyst,Software Engineer,DevOps Engineer
29,Female,Master,Data Science,2.7,1,0,1,1,1,1,0,0,0,0,0,0,4,5,5,5,1,Software Engineer,Backend Developer,Business Intelligence Analyst
22,Female,PhD,Software Engineering,3.45,5,1,0,1,0,0,0,0,1,1,1,0,1,1,5,4,2,Software Engineer,DevOps Engineer,Cybersecurity Analyst
33,Female,Master,AI,3.46,3,0,0,0,1,1,1,1,1,0,1,0,3,2,2,2,5,Business Intelligence Analyst,Cloud Engineer,DevOps Engineer
35,Male,Bachelor,Software Engineering,3.95,3,0,1,1,1,0,1,0,1,1,1,0,1,3,2,3,4,Business Intelligence Analyst,Software Engineer,DevOps Engineer
23,Female,Bachelor,Data Science,3.13,3,1,0,1,1,1,0,1,1,0,0,0,5,5,2,5,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
28,Female,Bachelor,Cybersecurity,2.6,1,1,1,0,0,1,1,0,0,0,1,0,1,5,4,2,1,Machine Learning Engineer,Software Engineer,DevOps Engineer
35,Female,Master,Data Science,3.26,5,1,0,1,0,1,1,1,1,1,1,1,2,5,5,4,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
28,Female,PhD,Software Engineering,2.78,1,1,0,1,1,1,0,1,0,0,0,1,1,3,5,1,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
24,Female,Bachelor,Computer Science,3.08,4,1,0,1,1,1,1,0,1,0,0,0,4,4,4,3,1,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
28,Female,Bachelor,Computer Science,3.11,1,0,1,0,0,0,1,0,0,0,0,1,5,5,1,5,4,Software Engineer,Backend Developer,Security Engineer
28,Male,Bachelor,Data Science,2.73,2,1,1,1,0,1,0,0,1,0,0,0,1,4,5,3,5,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
23,Male,Master,AI,2.76,3,0,1,1,0,0,0,0,0,0,1,0,5,4,1,5,5,Software Engineer,DevOps Engineer,Backend Developer
32,Male,Bachelor,Software Engineering,2.55,0,0,1,0,0,0,0,1,1,0,0,1,4,5,3,3,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
33,Male,Bachelor,Cybersecurity,2.66,2,0,1,1,1,0,0,1,1,1,1,0,1,2,4,4,3,Software Engineer,Cloud Engineer,DevOps Engineer
23,Female,PhD,Cybersecurity,3.02,6,0,1,1,0,1,0,0,1,1,1,1,4,3,3,3,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
21,Male,Master,Data Science,3.37,0,0,1,0,0,1,1,1,1,0,1,1,2,2,1,2,5,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,Bachelor,Cybersecurity,2.8,7,1,0,1,0,0,1,0,1,0,0,1,5,5,1,2,3,Software Engineer,Cybersecurity Analyst,Backend Developer
29,Female,Master,Software Engineering,2.6,2,1,1,1,1,0,0,1,0,0,0,1,4,2,3,2,2,Software Engineer,Cloud Engineer,Backend Developer
25,Male,PhD,Computer Science,2.8,6,1,1,1,1,0,1,1,1,1,1,0,2,4,1,4,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
24,Female,Bachelor,Data Science,2.51,1,1,0,1,1,1,1,0,0,1,0,0,4,2,2,2,3,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
25,Male,Master,AI,3.84,0,1,0,1,0,0,0,1,1,1,1,1,5,2,1,5,3,Software Engineer,Cloud Engineer,DevOps Engineer
25,Male,Bachelor,Cybersecurity,3.11,3,1,0,0,1,1,0,0,0,1,1,1,2,1,1,5,1,AI Researcher,Machine Learning Engineer,DevOps Engineer
28,Female,PhD,Cybersecurity,2.9,5,1,0,1,0,1,1,0,1,1,1,1,2,1,3,2,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
35,Male,Master,Cybersecurity,3.52,2,0,1,0,1,1,0,0,0,1,0,1,2,3,5,2,2,Software Engineer,Backend Developer,Frontend Developer
25,Female,PhD,AI,2.8,4,0,0,0,1,0,1,1,1,0,1,0,5,5,5,4,4,Business Intelligence Analyst,Cloud Engineer,DevOps Engineer
24,Female,PhD,Computer Science,4.0,6,0,1,0,0,0,0,1,1,1,1,0,3,4,2,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
29,Male,Master,AI,2.93,3,0,1,0,0,0,0,0,0,1,1,0,4,2,4,3,2,Software Engineer,DevOps Engineer,Backend Developer
26,Female,Master,Software Engineering,3.19,0,1,1,0,1,0,1,1,0,1,0,0,5,3,5,5,2,Business Intelligence Analyst,Data Scientist,Software Engineer
21,Male,PhD,AI,2.72,7,1,0,1,1,1,0,0,1,1,0,1,5,1,1,2,4,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
24,Female,Bachelor,Data Science,3.7,2,0,0,1,1,0,0,1,1,0,1,0,2,3,5,3,4,Software Engineer,Cloud Engineer,DevOps Engineer
28,Female,Master,Computer Science,3.27,2,0,1,0,1,1,1,1,1,1,1,1,2,5,3,3,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
21,Male,Bachelor,Cybersecurity,3.91,3,1,0,1,1,0,1,0,1,0,1,0,3,2,3,4,4,Business Intelligence Analyst,Software Engineer,DevOps Engineer
34,Female,PhD,Cybersecurity,3.89,8,0,0,1,1,0,0,1,1,1,0,1,4,2,1,3,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
23,Male,PhD,AI,3.44,5,1,0,1,0,1,1,0,0,0,0,1,3,1,3,3,2,Machine Learning Engineer,Software Engineer,Data Scientist
30,Male,Bachelor,Computer Science,3.2,7,0,0,0,1,1,0,0,1,0,1,1,5,2,4,2,5,DevOps Engineer,Cybersecurity Analyst,Security Engineer
26,Female,PhD,Software Engineering,3.91,5,1,1,1,1,0,1,1,1,0,1,0,1,4,1,4,5,Business Intelligence Analyst,Software Engineer,Cloud Engineer
28,Male,Bachelor,Cybersecurity,3.26,7,0,0,1,1,0,1,1,1,0,1,1,3,4,4,3,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
25,Female,PhD,Software Engineering,2.94,1,1,1,0,1,0,1,1,0,1,0,0,1,4,2,1,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
26,Male,Master,Cybersecurity,2.92,8,1,1,1,0,0,0,1,1,0,0,0,5,1,1,1,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
27,Female,PhD,Software Engineering,3.7,7,1,0,1,1,1,0,0,0,0,0,1,2,3,3,5,5,Machine Learning Engineer,Software Engineer,Data Scientist
30,Male,PhD,AI,3.58,6,1,0,1,1,1,1,1,0,1,1,0,3,4,4,3,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
28,Female,Master,Computer Science,2.91,0,1,0,1,1,1,0,0,1,0,0,0,2,4,4,3,1,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
27,Male,Bachelor,Computer Science,3.95,1,0,1,0,0,1,0,0,1,0,0,1,1,1,2,5,1,Software Engineer,Cybersecurity Analyst,Machine Learning Engineer
24,Female,Master,Software Engineering,2.68,6,1,1,1,0,0,0,0,0,0,1,0,2,4,4,5,3,Software Engineer,DevOps Engineer,Backend Developer
29,Female,PhD,Cybersecurity,3.67,1,1,1,0,1,1,1,1,0,1,1,0,4,4,5,4,1,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
35,Male,Bachelor,Software Engineering,3.18,6,0,1,1,1,1,0,1,0,1,1,0,5,3,1,4,5,Software Engineer,Cloud Engineer,DevOps Engineer
28,Female,Master,Cybersecurity,3.97,6,0,1,1,0,1,1,1,0,0,0,1,5,5,1,3,5,Software Engineer,Cloud Engineer,AI Researcher
35,Male,Bachelor,Software Engineering,3.31,7,1,0,0,0,1,0,1,0,0,0,1,3,2,5,5,4,Machine Learning Engineer,Cloud Engineer,Data Scientist
21,Male,PhD,Cybersecurity,3.46,8,0,0,0,0,0,0,1,1,1,1,0,1,3,3,1,1,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
26,Female,Bachelor,Cybersecurity,3.73,1,1,1,0,1,0,1,0,1,1,1,1,3,3,1,1,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
24,Female,PhD,Data Science,3.21,8,1,0,0,0,1,1,1,1,1,0,1,2,2,3,4,3,Machine Learning Engineer,Cloud Engineer,Cybersecurity Analyst
29,Male,Master,Data Science,3.1,4,1,0,1,0,1,0,0,1,0,1,0,1,3,2,1,1,Machine Learning Engineer,Software Engineer,DevOps Engineer
31,Female,Bachelor,Computer Science,3.49,2,0,0,1,1,0,0,1,0,1,0,0,4,5,3,1,3,Software Engineer,Cloud Engineer,Backend Developer
28,Male,Bachelor,AI,2.55,0,1,1,1,1,0,1,0,0,0,1,0,1,1,5,2,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
27,Female,PhD,Cybersecurity,3.48,2,0,0,0,0,0,1,1,0,0,0,0,1,2,2,5,1,Cloud Engineer,Machine Learning Engineer,Data Scientist
23,Female,Bachelor,AI,3.2,3,1,0,1,1,0,0,1,1,1,1,1,1,4,1,5,3,Software Engineer,Cloud Engineer,DevOps Engineer
27,Male,Master,Cybersecurity,3.29,6,1,1,0,1,1,0,1,1,1,1,1,2,3,3,2,5,AI Researcher,Machine Learning Engineer,Software Engineer
21,Male,Master,Software Engineering,2.74,0,1,1,1,0,1,1,1,0,0,0,0,4,5,1,4,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
27,Female,PhD,Computer Science,3.97,5,1,1,1,1,1,1,0,0,0,1,0,1,5,5,4,2,Machine Learning Engineer,AI Researcher,Data Scientist
32,Female,Bachelor,Computer Science,3.23,1,1,0,0,0,1,1,1,0,1,1,0,1,1,5,2,5,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
29,Female,Master,Software Engineering,3.14,8,1,0,0,0,1,1,0,1,1,0,1,4,4,2,3,4,Machine Learning Engineer,Cybersecurity Analyst,Data Scientist
30,Female,Master,AI,2.88,8,0,1,1,0,0,1,0,1,0,0,0,5,4,5,1,3,Software Engineer,Cybersecurity Analyst,Backend Developer
30,Female,Bachelor,Data Science,3.15,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,5,3,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
21,Male,Bachelor,Software Engineering,3.19,7,0,0,0,0,1,0,1,1,1,1,0,1,5,1,4,2,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,PhD,Data Science,3.4,8,0,0,0,0,0,1,0,1,0,1,0,5,4,1,4,2,DevOps Engineer,Cybersecurity Analyst,Business Intelligence Analyst
26,Male,Bachelor,Cybersecurity,3.6,4,0,1,1,0,1,0,0,1,1,1,0,1,4,2,2,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
26,Male,Master,Data Science,3.98,3,1,1,1,0,1,0,1,1,0,0,0,4,3,5,1,5,AI Researcher,Machine Learning Engineer,Software Engineer
25,Female,PhD,Computer Science,3.79,8,1,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,DevOps Engineer,AI Researcher,Security Engineer
28,Male,Master,AI,2.91,5,1,1,1,0,0,0,0,0,0,0,0,5,5,3,2,5,Software Engineer,Backend Developer,Cloud Engineer
34,Male,Bachelor,Cybersecurity,3.79,4,1,1,1,1,0,0,1,0,1,1,0,5,2,2,3,1,Software Engineer,Cloud Engineer,DevOps Engineer
22,Female,Master,Software Engineering,3.21,0,1,1,1,0,1,0,1,1,0,0,1,1,5,3,2,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
24,Female,Master,Data Science,2.92,3,0,0,0,0,1,0,0,1,1,0,0,5,1,1,4,5,Cybersecurity Analyst,Frontend Developer,Full Stack Developer
35,Male,PhD,AI,2.52,7,0,1,0,1,0,1,0,1,0,0,0,2,4,3,1,5,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
29,Female,Bachelor,Computer Science,3.38,1,1,1,1,1,0,1,0,0,0,0,1,3,5,1,2,3,Business Intelligence Analyst,Software Engineer,Data Analyst
35,Female,PhD,Data Science,2.55,2,1,0,1,1,1,0,0,1,1,0,0,3,3,5,2,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
33,Male,Bachelor,Cybersecurity,3.4,4,1,0,0,1,1,0,0,0,0,1,0,5,3,2,4,4,Machine Learning Engineer,DevOps Engineer,Data Scientist
34,Female,Master,AI,2.64,7,1,1,1,1,0,0,1,1,1,0,0,5,1,5,5,3,Software Engineer,Cloud Engineer,Cybersecurity Analyst
25,Female,Bachelor,AI,2.72,0,0,1,1,1,1,0,0,0,0,0,1,4,5,1,2,4,Software Engineer,Backend Developer,Security Engineer
31,Female,Master,Data Science,3.81,3,1,1,1,1,1,0,1,1,0,0,1,5,2,1,3,2,AI Researcher,Machine Learning Engineer,Software Engineer
29,Female,Bachelor,Software Engineering,2.62,1,1,0,0,0,1,1,0,1,0,1,1,1,2,2,1,2,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
35,Female,Bachelor,Data Science,3.98,4,1,0,1,1,0,1,0,0,1,1,0,4,5,5,5,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
22,Male,Master,Cybersecurity,3.73,3,1,1,0,1,1,0,0,0,0,1,1,1,4,3,5,3,AI Researcher,Machine Learning Engineer,Software Engineer
22,Female,Bachelor,Data Science,3.32,6,0,0,1,0,1,0,1,0,1,0,1,5,2,2,3,5,Software Engineer,Cloud Engineer,Backend Developer
27,Female,PhD,Computer Science,3.16,1,1,0,1,1,0,0,1,1,1,0,1,3,1,5,3,3,Software Engineer,Cloud Engineer,Cybersecurity Analyst
22,Female,Bachelor,Software Engineering,3.44,5,1,1,0,1,0,0,1,0,0,0,0,5,2,1,1,4,Software Engineer,Cloud Engineer,Backend Developer
35,Male,PhD,Computer Science,3.7,6,1,1,1,0,1,0,0,0,0,0,0,2,3,1,1,1,Machine Learning Engineer,Software Engineer,Data Scientist
31,Male,PhD,Cybersecurity,2.73,4,0,1,0,0,1,1,0,1,1,0,1,5,2,3,2,5,Software Engineer,Cybersecurity Analyst,Backend Developer
26,Male,Bachelor,Software Engineering,3.21,7,0,0,0,1,0,0,1,0,1,1,0,3,2,3,2,1,Cloud Engineer,DevOps Engineer,Frontend Developer
24,Female,Master,Computer Science,3.3,3,1,0,1,0,1,1,0,1,0,0,1,4,4,3,4,1,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
25,Female,Bachelor,Cybersecurity,3.61,6,0,1,1,1,0,1,0,0,0,1,1,1,1,3,4,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
29,Male,PhD,Data Science,3.54,0,0,1,1,1,0,0,1,1,0,1,0,1,4,4,3,3,Software Engineer,Cloud Engineer,DevOps Engineer
35,Female,PhD,Software Engineering,3.59,1,1,0,1,1,0,0,0,1,1,0,0,3,3,5,5,3,Software Engineer,Cybersecurity Analyst,Backend Developer
29,Male,Bachelor,Computer Science,2.83,0,0,0,1,0,1,0,1,1,0,1,0,4,2,3,5,5,Software Engineer,Cloud Engineer,DevOps Engineer
25,Female,Bachelor,Data Science,3.26,1,0,1,0,0,1,0,0,1,0,1,1,4,2,5,4,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
28,Female,Master,Computer Science,3.88,8,0,0,1,1,1,0,1,1,0,1,1,5,2,3,3,3,Software Engineer,Cloud Engineer,DevOps Engineer
26,Female,PhD,Computer Science,3.04,5,1,0,0,0,1,1,1,0,1,1,1,3,3,5,3,5,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
35,Male,Master,Software Engineering,3.19,2,0,0,1,0,0,0,0,1,1,1,0,1,5,1,1,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
35,Female,Master,Data Science,2.8,2,1,1,1,0,1,1,0,1,0,0,0,4,4,2,4,5,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
23,Female,PhD,Data Science,3.99,6,1,1,1,1,0,0,1,0,1,1,1,5,1,1,5,1,Software Engineer,Cloud Engineer,DevOps Engineer
26,Female,Bachelor,AI,3.66,7,1,1,0,0,0,0,1,1,0,0,0,3,3,4,5,1,Software Engineer,Cloud Engineer,Cybersecurity Analyst
24,Male,Master,Data Science,2.66,5,0,1,1,0,0,1,0,1,0,1,1,2,3,3,2,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
23,Male,Master,Computer Science,2.63,6,1,1,0,0,0,0,1,1,0,1,1,5,5,4,2,1,Software Engineer,Cloud Engineer,DevOps Engineer
24,Female,Master,AI,3.88,6,1,0,1,0,1,1,0,0,0,0,1,1,5,2,4,5,AI Researcher,Machine Learning Engineer,Software Engineer
28,Male,Master,Computer Science,3.63,8,0,1,0,0,0,0,1,0,1,1,0,2,2,2,3,4,Software Engineer,Cloud Engineer,DevOps Engineer
28,Female,Bachelor,Computer Science,2.68,4,0,0,0,1,1,1,1,1,0,0,1,4,1,3,3,3,Business Intelligence Analyst,Cloud Engineer,Cybersecurity Analyst
22,Female,Bachelor,Software Engineering,2.85,2,0,1,0,0,0,0,1,0,1,0,0,2,4,3,4,4,Software Engineer,Cloud Engineer,Backend Developer
31,Female,Bachelor,Data Science,2.67,0,0,1,1,1,0,0,1,1,1,0,1,5,4,3,2,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
32,Male,Master,Software Engineering,3.63,1,0,0,1,0,0,0,1,0,0,1,0,5,3,5,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
22,Male,Master,Cybersecurity,3.0,3,1,0,0,1,1,1,1,0,1,0,1,4,4,1,2,4,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
34,Male,Master,Computer Science,3.55,6,1,1,1,0,0,1,1,0,1,1,0,5,4,2,5,5,Software Engineer,Cloud Engineer,DevOps Engineer
32,Male,PhD,AI,3.09,7,0,1,1,1,1,0,0,0,0,0,0,4,4,4,2,2,Software Engineer,Backend Developer,Business Intelligence Analyst
29,Female,Master,AI,3.77,5,0,0,1,1,1,1,0,1,0,0,1,3,5,3,3,4,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
27,Male,PhD,Data Science,2.72,8,1,0,1,1,0,1,0,0,1,1,0,5,1,3,1,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
24,Male,Bachelor,Software Engineering,3.6,3,1,0,0,1,1,0,1,0,1,1,1,3,4,4,3,3,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
34,Male,Bachelor,AI,2.72,4,1,1,1,0,1,0,1,0,1,0,0,3,4,5,4,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
34,Male,Bachelor,Cybersecurity,3.46,6,1,1,1,0,0,1,0,0,1,1,0,4,3,3,5,4,Software Engineer,DevOps Engineer,Backend Developer
